,Headline,Date,Stock,Neutral,Positive,Negative
180,dz bank downgrades adobe to hold,2019-02-22,ADBE,0.008435757830739021,0.000855890684761107,0.9907083511352539
181,benzingas top upgrades downgrades for february 15 2019,2019-02-15,ADBE,0.9997444748878479,4.4044663809472695e-06,0.0002511196071282029
182,cowen  co downgrades adobe to market perform,2019-02-15,ADBE,0.005433613434433937,0.019534703344106674,0.9750316739082336
183,coopermans omega 13f shows liquidated 109k share stake in adobe,2019-02-14,ADBE,0.9954612851142883,2.6675423214328475e-05,0.004512051120400429
184,tiger global 13f shows raised stakes in adobe jdcom,2019-02-14,ADBE,0.9723901152610779,0.02758779563009739,2.2134343453217298e-05
185,8 stocks to watch for january 28 2019,2019-01-28,ADBE,0.9999897480010986,2.5725020691425016e-07,1.0068455594591796e-05
186,bz note adobe has not paid cash dividend since 2005,2019-01-25,ADBE,0.9999626874923706,1.2270634215383325e-06,3.610551357269287e-05
187,adobe says does not anticipate paying any cash dividends in the foreseeable future,2019-01-25,ADBE,0.999931812286377,1.8596234667711542e-06,6.6227228671778e-05
188,adobe filing shows registration for mixed securities offering,2019-01-25,ADBE,0.9989904761314392,0.001000748248770833,8.801101103017572e-06
189,adobe acquires allegorithmic terms not disclosed,2019-01-23,ADBE,0.9999468326568604,2.1251835278235376e-05,3.1968815164873376e-05
190,hearing m science initiated positive coverage on adobe citing revenue strength unconfirmed,2019-01-17,ADBE,2.121852560321713e-07,0.9999995231628418,2.2484636019726167e-07
191,benzingas top upgrades downgrades for january 17 2019,2019-01-17,ADBE,0.9998741149902344,2.512117816877435e-06,0.00012335721112322062
192,stephens  co initiates coverage on adobe with equalweight rating announces 278 price target,2019-01-17,ADBE,0.99735426902771,0.002618006896227598,2.766025863820687e-05
193,adobe shares are trading higher after atlantic equities initiated coverage on the stock with a neutral rating and a price target of 250,2019-01-09,ADBE,0.00011321518832119182,0.999885082244873,1.6577116639382439e-06
194,benzingas top upgrades downgrades for january 9 2019,2019-01-09,ADBE,0.9996850490570068,3.817997367150383e-06,0.00031113956356421113
195,atlantic equities initiates coverage on adobe with neutral rating announces 250 price target,2019-01-09,ADBE,0.8675928711891174,8.308604446938261e-05,0.13232406973838806
196,pivotal forecasts good year for online ads upgrades adobe alphabet salesforce,2019-01-07,ADBE,5.503340162249515e-06,0.9999940395355225,5.269265557217295e-07
197,benzingas top upgrades downgrades for january 7 2019,2019-01-07,ADBE,0.9998319149017334,2.6187663024757057e-06,0.00016540610522497445
198,a peek into the markets us stock futures down ahead of economic data,2019-01-07,ADBE,0.01315333042293787,7.550444934167899e-06,0.9868391156196594
199,pivotal research upgrades adobe to buy raises price target to 262,2019-01-07,ADBE,1.3452596476781764e-06,0.9999983310699463,3.146834899325768e-07
200,shares of several tech stocks are trading down after apple cut q1 sales guidance,2019-01-03,ADBE,4.232458366004721e-07,1.508389999571591e-07,0.9999994039535522
201,analog devices announces new solution for mmwave 5g wireless network infrastructure,2019-05-30,ADI,0.987608790397644,0.012358661741018295,3.254443799960427e-05
202,analog devices option alert jul 19 105 calls sweep 41 near the ask 700  18 vs 38 oi ref981396,2019-05-23,ADI,0.999961256980896,4.431301476870431e-06,3.431130971875973e-05
203,morgan stanley maintains equalweight on analog devices inc  common stock lowers price target to 97,2019-05-23,ADI,0.0009776363149285316,0.0029568492900580168,0.9960655570030212
204,shares of many semiconductor companies are trading lower on continued uschina tension after the trump administration said it would add up to 5 more chinese surveillance companies to the blacklist,2019-05-23,ADI,0.004334998317062855,0.00012942937610205263,0.9955356121063232
205,analog devices shares trading higher following betterthanexpected q2 results but q3 guidance which was weak,2019-05-22,ADI,1.44265939638899e-07,0.9999995231628418,3.976588232035283e-07
206,analog devices ceo says co wont be shipping anything to huawei for the foreseeable future,2019-05-22,ADI,0.9998775720596313,3.1425054203282343e-07,0.0001220813865074888
207,analog devices sees q3 sales 14b15b vs 155b estimate adj eps 115129 vs 138 est,2019-05-22,ADI,0.999954342842102,2.6625079044606537e-05,1.9022860215045512e-05
208,analog devices q2 adj eps 136 beats 13 estimate sales 1527b beat 15b estimate,2019-05-22,ADI,8.400084183790568e-09,1.0,4.91539520197648e-09
209,10 stocks to watch for may 22 2019,2019-05-22,ADI,0.9999716281890869,3.972300532950612e-07,2.7967264031758532e-05
210,earnings scheduled for may 22 2019,2019-05-22,ADI,0.999996542930603,9.878866080725857e-08,3.3595961212995462e-06
211,shares of many semiconductors stocks are trading higher after the us granted temporary relief for huawei suppliers,2019-05-21,ADI,0.00035897493944503367,0.9996297359466553,1.13664764285204e-05
212,31 stocks moving in mondays premarket session,2019-05-20,ADI,0.999998927116394,5.998641938731453e-08,9.25148469832493e-07
213,shares of many semiconductors and microchip companies are trading lower from continued pressure on the market with ongoing uschina trade talks and the recent announcement made by president trump to blacklist huawei on national security threats,2019-05-17,ADI,3.208809573607141e-07,1.0732703685789602e-06,0.9999985694885254
214,shares of several semiconductor companies are trading lower after president trump signed an executive order restricting companies deemed a national security threat from selling to the us and threatened to blacklist huawei technologies,2019-05-16,ADI,0.018122950568795204,0.00015591713599860668,0.9817211627960205
215,shares of several semiconductors companies are trading higher as concerns over a trade war between the us and china have eased over the last couple days,2019-05-15,ADI,9.678074093244504e-06,0.9999855756759644,4.8255774345307145e-06
216,shares of several semiconductor and microchip companies are trading higher as us markets rebound on renewed optimism surrounding uschina trade talks,2019-05-14,ADI,3.113319735348341e-07,0.9999996423721313,8.531029216385377e-09
217,shares of several technology companies are trading lower amid continued uschina trade concerns proposed tariffs between the two nations could raise input costs while trade tensions could hurt tech companies with china exposure,2019-05-13,ADI,5.229812359175412e-06,8.682123734615743e-05,0.9999079704284668
218,shares of several semiconductors companies are trading lower after us president donald trump threatened to impose 25 tariffs on nearly all chinese imports this week,2019-05-06,ADI,0.010017325170338154,0.00013360215234570205,0.9898490905761719
219,rbc capital assumes analog devices inc  common stock at outperform,2019-04-30,ADI,7.33642480099661e-07,0.9999991655349731,1.3126555131748319e-07
220,shares of several semiconductors and microchip stocks are trading lower in sympathy with intel after it issued worsethanexpected q2 and fy19 guidance,2019-04-26,ADI,3.057888875446224e-08,3.2340386724172276e-07,0.9999996423721313
221,shares of several companies in the semiconductor and microchip sector are trading lower after xilinx reported q4 earnings xilinx reported weakness in the data center and tme end markets,2019-04-25,ADI,2.8336685886642954e-08,7.44845536360117e-08,0.9999998807907104
222,shares of several microchip and semiconductor stocks are trading higher after texas instruments and silicon laboratories reported strong quarterly results,2019-04-24,ADI,6.036544597520788e-09,1.0,1.5692397381528167e-09
223,earnings beats keep coming with verizon cocacola twitter procter  gamble all solid,2019-04-23,ADI,2.0880857931615537e-08,1.0,8.441168652950637e-09
224,keybanc on semiconductors ahead of q1 results notes despite nearterm stabilization and muted demand trends particularly in china elevated channel inventories resulting in subseasonal guidance is unlikely to sustain outperformance in the group,2019-04-11,ADI,1.0320844978650712e-07,1.4561423995473888e-06,0.9999984502792358
225,shares of several semiconductor stocks are trading higher following strong manufacturing data from china after a guidance warning by infineon last week dragged the sector lower strength may also be related to news of a lower valueadded tax in china and positive us manufacturing data,2019-04-01,ADI,1.096991031346306e-08,1.0,1.3235190721161416e-08
226,stifel nicolas analyst kevin cassidy when asked about news impacting semiconductor sector tells benzinga i think its the news of lower vat and positive pmi data for march,2019-04-01,ADI,0.4746185839176178,0.508690595626831,0.016690785065293312
227,shares of several semiconductor stocks are trading lower after apple dodged an iphone import ban in a patent infringement case against qualcomm the plaintiff additionally german chipmaker infineon cut its 2019 revenue forecast,2019-03-27,ADI,5.096754648548085e-06,1.751980380504392e-05,0.9999773502349854
228,analog devices shares are trading lower after bernstein downgraded the stock from outperform to market perform,2019-03-25,ADI,3.549776738509536e-05,0.0016706290189176798,0.998293936252594
229,benzingas top upgrades downgrades for march 25 2019,2019-03-25,ADI,0.999790370464325,3.3181979688379215e-06,0.00020632713858503848
230,bernstein downgrades analog devices to market perform,2019-03-25,ADI,0.0170020442456007,0.0070748478174209595,0.9759231805801392
231,unitedsic reports strategic investment longterm supply deal from analog devices no terms disclosed,2019-03-18,ADI,0.9998825788497925,2.0732493339892244e-06,0.00011534089571796358
232,pres trump wants 5g telecom networks but says american cos must step up their efforts,2019-02-21,ADI,0.995795726776123,0.00041842099744826555,0.003785790177062154
233,analog devices shares are trading higher after the company reported q1 eps of 133 beating the 128 consensus estimate and sales of 154 billion beating the 151 consensus estimate the company issued inline q2 guidance,2019-02-20,ADI,3.509720070127287e-09,1.0,4.971854039581558e-10
234,analog devices sees q2 adj eps 123137 vs 130 est sales 145b155b vs 152b est,2019-02-20,ADI,0.9999713897705078,1.680343848420307e-05,1.1747528333216906e-05
235,analog devices q1 adj eps 133 beats 128 estimate sales 154b beat 151b estimate,2019-02-20,ADI,1.6864998286791888e-08,1.0,4.4373367202865666e-09
236,10 stocks to watch for february 20 2019,2019-02-20,ADI,0.9999644756317139,5.215998726271209e-07,3.503041807562113e-05
237,earnings scheduled for february 20 2019,2019-02-20,ADI,0.9999963045120239,1.1051781001469863e-07,3.5643397495732643e-06
238,analog devices raises quarterly dividend from 048 to 054 sets annual dividend growth target to 715,2019-02-19,ADI,0.0002489505859557539,0.9997509121894836,1.1944112543460506e-07
239,bofa analog devices a potential big winner from 5g,2019-02-11,ADI,6.669062191377861e-09,1.0,1.1305144376194676e-08
240,update bank of america on analog devices also sees the potential for adi to accelerate dividend growth to align more with peers on the back of stronger fcf and achievement of target leverage,2019-02-11,ADI,4.15296108613461e-09,1.0,8.738967327559521e-10
241,update bank of america upgrades analog devices as firm sees the 2h narrative changing to adis leadership in radio frequency rf technology poised to jump 3x4x as mobile networks migrate to 5g from 3g4g,2019-02-11,ADI,7.078995167830726e-08,0.9999998807907104,1.4391591918183622e-08
242,bank of america upgrades analog devices to buy raises price target to 125,2019-02-11,ADI,9.048344509210438e-06,0.9999901056289673,8.53507344800164e-07
243,cypress semiconductor corp shares are trading higher after the company beat q4 earnings estimates shares of other semiconductor stocks are trading slightly higher in sympathy,2019-01-31,ADI,5.662834041686438e-07,0.9999994039535522,2.935915288659885e-09
244,semiconductor stocks are trading higher following strong earnings from multiple large companies in the space,2019-01-24,ADI,6.5045289154852526e-09,1.0,7.403774815450959e-10
245,shares of semiconductor stocks are trading higher potentially due to renewed optimism in uschina relations,2019-01-18,ADI,6.959322149668878e-07,0.9999992847442627,2.9145640567662667e-08
246,morgan stanleys key ces takeaways for semi companies,2019-01-10,ADI,0.9999929666519165,2.105546400343883e-06,4.946375611325493e-06
247,goldman sachs shares semiconductor stock picks for a challenging 2019,2019-01-08,ADI,0.0023814819287508726,0.07051646709442139,0.9271020889282227
248,goldman expects 2019 to be another challenging year for semis particularly in 1h firm is least negative on semi cap equipment as the stocks already seem to be pricing in a downturn,2019-01-08,ADI,4.217484672608407e-08,3.638492955815309e-07,0.9999996423721313
249,benzingas top upgrades downgrades for january 4 2019,2019-01-04,ADI,0.9998058676719666,3.065310465899529e-06,0.00019106311083305627
