fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,Symbol
2019-12-31,USD,551669000000,54761000000,9702000000,12130000000,2864000000,22636000000,533792000000,130128000000,203410000000,350390000000,204149000000,146241000000,5139000000,3695000000,2428000000,18364000000,22754000000,368233000000,68911000000,29640000000,12938000000,11838000000,4000000,258852000000,1872000000,161109000000,11672000000,None,161113000000,6124000000,29421000000,184221000000,13085000000,57936000000,7621000000,7313000000,T
2019-09-30,USD,548796000000,50695000000,6588000000,6588000000,12014000000,22921000000,446605000000,131316000000,205924000000,264192000000,118086000000,146106000000,5517000000,4137000000,102000000,19693000000,22304000000,306233000000,68126000000,None,12796000000,11608000000,2443000000,206269000000,1823000000,153568000000,11608000000,None,2443000000,6097000000,29848000000,183049000000,11195000000,59347000000,7621000000,7327000000,T
2019-06-30,USD,546914000000,47218000000,8423000000,8423000000,10685000000,22381000000,426227000000,132074000000,202842000000,267071000000,120409000000,146662000000,5164000000,4133000000,26000000,14973000000,22733000000,344652000000,66376000000,None,None,12772000000,3168000000,265889000000,20568000000,157790000000,9604000000,None,3168000000,5734000000,28176000000,184257000000,11151000000,59389000000,7621000000,7323000000,T
2019-03-31,USD,548384000000,46472000000,6516000000,6516000000,10270000000,23863000000,430660000000,132051000000,200466000000,268167000000,121733000000,146434000000,7219000000,6230000000,46000000,14575000000,24118000000,348035000000,64652000000,None,None,11538000000,2957000000,270528000000,1852000000,163942000000,8446000000,None,2957000000,5956000000,27715000000,185112000000,11452000000,59424000000,7621000000,7313000000,T
2018-12-31,USD,531864000000,51427000000,5204000000,5204000000,2771000000,26472000000,468303000000,131473000000,199217000000,305064000000,158694000000,146370000000,7115000000,6245000000,8000000,17704000000,24809000000,416994000000,64420000000,27018000000,12608000000,10255000000,3065000000,273560000000,None,172040000000,7190000000,None,175092000000,5948000000,30233000000,184089000000,12059000000,58753000000,7621000000,7303000000,T
2018-09-30,USD,534870000000,53107000000,8657000000,8657000000,2310000000,26312000000,433266000000,130348000000,197332000000,271225000000,124750000000,146475000000,7009000000,6128000000,44000000,16278000000,25490000000,356819000000,65420000000,None,None,14905000000,3790000000,284479000000,None,170217000000,11115000000,None,3790000000,5095000000,26490000000,183848000000,12486000000,57624000000,7621000000,7284000000,T
2023-06-30,USD,21771529000,888926000,56237000,56237000,211041000,330827000,1864262000,19018341000,None,824857000,93600000,731257000,405976000,None,None,288945000,1039405000,11169148000,1034321000,None,None,1540000,0,9280298000,None,5761576000,1540000,5760036000,6504392000,698918000,521389000,10602381000,None,3659421000,737000,147304538,ATO
2023-03-31,USD,21311861000,1073106000,95175000,95175000,183467000,523741000,1792869000,18445886000,None,731257000,None,731257000,347941000,None,None,270723000,1061612000,11106656000,1112997000,None,None,1512000,0,9196865000,None,5881337000,1512000,5879825000,6503476000,746512000,508030000,10205205000,None,3629963000,722000,144484650,ATO
2022-12-31,USD,23366161000,3627763000,171597000,171597000,323678000,826416000,1766730000,17971668000,None,731257000,None,731257000,387856000,None,None,2306072000,1035473000,13529887000,3531894000,None,None,2201484000,0,9157568000,None,10057638000,2201484000,7856154000,8701784000,755687000,530177000,9836274000,None,3378465000,716000,143155761,ATO
2022-09-30,USD,22192989000,3047693000,51554000,51554000,357941000,375619000,2893997000,17240239000,None,731257000,0,731257000,478003000,96012000,None,2274490000,1173800000,12773898000,3602600000,None,64644000,2386424000,184967000,8717147000,50393000,9118843000,2200000000,6918843000,16055221000,720157000,538302000,9419091000,None,3211157000,704000,140896598,ATO
2022-06-30,USD,21655484000,3281851000,328075000,328075000,223993000,375257000,1817030000,16556603000,None,731257000,None,731257000,488157000,None,None,2354526000,1085773000,12387313000,3259117000,None,None,2201430000,2201430000,8222274000,None,9541606000,2201430000,7340176000,7908398000,660629000,526452000,9268171000,None,3236172000,699000,139888756,ATO
2022-03-31,USD,21271143000,3528996000,582495000,582495000,96295000,565184000,1657174000,16084973000,None,731257000,None,731257000,283529000,None,None,2285022000,925917000,12287912000,3208416000,None,None,2201404000,2201404000,8132552000,None,10150947000,2201404000,7949543000,7906462000,653009000,526331000,8983231000,None,3202937000,695000,139012029,ATO
2021-12-31,USD,20545784000,3274205000,264005000,264005000,220279000,514333000,1544788000,15726791000,None,731257000,None,731257000,141552000,None,None,2275588000,813531000,12256239000,3426492000,None,None,2401377000,2401377000,7846321000,None,11055042000,2401377000,8653665000,7903681000,626684000,546496000,8289545000,None,2971471000,677000,135425081,ATO
2021-09-30,USD,19608662000,2838715000,116723000,116723000,178116000,342967000,2474131000,15063970000,None,731257000,None,731257000,338757000,108071000,None,2200909000,974720000,11701773000,3510355000,None,59601000,2400452000,0,7472006000,18287000,10486136000,2400000000,8086136000,14671918000,686681000,537489000,7906889000,None,2812673000,662000,132419754,ATO
2021-06-30,USD,19315435000,1115366000,524621000,524621000,99469000,291122000,3722320000,14477749000,None,731257000,None,731257000,238919000,None,None,200154000,2991063000,11541677000,1062516000,None,None,200442000,200442000,9426945000,None,8302186000,200442000,8101744000,7310103000,581722000,630656000,7773758000,None,2846597000,654000,130787039,ATO
2021-03-31,USD,19408810000,1620434000,865311000,865311000,50043000,469595000,3748788000,14039588000,None,731257000,None,731257000,327158000,None,None,235485000,3017531000,11587885000,871299000,None,None,177000,177000,9611986000,None,7828592000,177000,7828415000,7307969000,607525000,637582000,7820925000,None,2826098000,653000,130667109,ATO
2020-12-31,USD,16475879000,1192288000,457599000,457599000,99569000,492526000,1521448000,13762143000,None,731257000,None,731257000,150398000,None,None,142594000,790191000,9262723000,797839000,None,None,171000,171000,7313429000,8608000,6294842000,171000,6294671000,5116425000,512673000,646173000,7213156000,None,2609669000,641000,128152961,ATO
2020-09-30,USD,15359032000,471258000,20808000,20808000,111950000,230595000,1843044000,13355347000,None,731257000,None,731257000,80678000,103952000,None,107905000,801170000,8567829000,782401000,None,66545000,165000,0,6879793000,8466000,9083313000,165000,5597183000,9083313000,546461000,642128000,6791203000,None,2471014000,629000,125882477,ATO
2020-06-30,USD,14870982000,602159000,208064000,208064000,84886000,236466000,1621838000,12880850000,None,730706000,None,730706000,5864000,None,None,72743000,657267000,8409511000,702686000,None,None,157000,0,6746621000,8479000,4522862000,None,5563300000,4522862000,502413000,594825000,6461471000,None,2477451000,617000,123351267,ATO
2020-03-31,USD,14716398000,829561000,320099000,320099000,68061000,377817000,1567881000,12548240000,None,730706000,None,730706000,882000,None,None,63584000,607891000,8411983000,933390000,None,None,200054000,199923000,6335479000,6535000,4322331000,200054000,4863851000,4522254000,543248000,584834000,6304415000,None,2430257000,612000,122308725,ATO
2019-12-31,USD,14388125000,812129000,189272000,189272000,115259000,435616000,1551581000,12250423000,None,730706000,None,730706000,1371000,None,None,71982000,594867000,8260350000,845172000,None,None,50000,0,6264625000,2484000,4321801000,50000,4927756000,4321801000,537009000,588007000,6127775000,None,2261131000,611000,122262403,ATO
2019-09-30,USD,13367619000,458031000,24550000,24550000,130138000,230571000,1122144000,11787669000,None,730706000,None,730706000,1811000,101883000,None,72772000,391213000,7617396000,1209440000,None,67183000,464915000,464915000,3964091000,None,4216249000,0,3529452000,4681164000,479501000,400216000,5750223000,None,2152015000,597000,119338925,ATO
2019-06-30,USD,12881098000,503534000,46163000,46163000,106014000,285433000,1036968000,11340596000,None,730419000,None,730419000,2557000,None,None,65924000,306549000,7239102000,901374000,None,None,199942000,74942000,5627754000,None,4269253000,125000000,3529135000,4344195000,494932000,175855000,5641996000,None,2157344000,591000,118196113,ATO
2019-03-31,USD,12674950000,671181000,108353000,108353000,78148000,419612000,1032035000,10971734000,None,730419000,None,730419000,1611000,None,None,65068000,301616000,7166849000,864139000,None,None,125000000,0,5127780000,None,4090641000,125000000,3528713000,4090641000,495097000,170638000,5508101000,None,2138532000,585000,116982903,ATO
2018-12-31,USD,12615789000,912738000,218197000,218197000,146552000,478373000,1004822000,10698229000,None,730419000,None,730419000,3526000,None,None,69616000,274403000,7267594000,1455498000,None,None,575000000,0,4625513000,None,3659779000,575000000,3084779000,3659779000,578764000,172328000,5348195000,None,1985250000,584000,116892959,ATO
2018-09-30,USD,11874437000,478853000,13771000,13771000,165732000,253295000,1024687000,10371147000,None,730419000,730419000,730419000,1619000,99385000,None,46055000,294018000,7104486000,1915131000,None,None,1150780000,575780000,4074869000,None,3736679000,575000000,2493665000,4312459000,547068000,158028000,4769951000,None,1878116000,556000,111273683,ATO
2023-07-31,USD,9107000000,2821000000,1714000000,2073000000,None,402000000,6286000000,136000000,497000000,4047000000,410000000,3637000000,578000000,219000000,359000000,346000000,558000000,7901000000,3875000000,124000000,4233000000,None,72000000,4026000000,383000000,2300000000,None,2282000000,2300000000,548000000,149000000,1206000000,None,-2127000000,3531000000,214000000,ADSK
2023-04-30,USD,9069000000,2833000000,1909000000,2131000000,None,331000000,6439000000,140000000,498000000,4050000000,426000000,3624000000,407000000,185000000,222000000,371000000,552000000,8172000000,3926000000,127000000,4483000000,None,74000000,4246000000,402000000,2300000000,None,2282000000,2300000000,536000000,141000000,897000000,None,-2271000000,3368000000,215000000,ADSK
2023-01-31,USD,9438000000,3341000000,1947000000,2072000000,None,961000000,6287000000,144000000,488000000,4032000000,407000000,3625000000,227000000,102000000,125000000,308000000,560000000,8293000000,4000000000,102000000,4580000000,None,85000000,4293000000,385000000,2300000000,None,2281000000,2300000000,610000000,139000000,1145000000,None,-1995000000,3325000000,215000000,ADSK
2022-10-31,USD,8635000000,2788000000,1665000000,1804000000,None,642000000,6025000000,149000000,472000000,4000000000,423000000,3577000000,178000000,37000000,139000000,342000000,554000000,7729000000,3811000000,134000000,3783000000,350000000,432000000,3918000000,405000000,2650000000,350000000,2280000000,2650000000,514000000,134000000,906000000,None,-2100000000,3213000000,216000000,ADSK
2022-07-31,USD,8227000000,2329000000,1440000000,1525000000,None,434000000,6056000000,154000000,489000000,4063000000,451000000,3612000000,133000000,46000000,85000000,370000000,553000000,7487000000,3642000000,109000000,3703000000,350000000,430000000,3845000000,416000000,2650000000,350000000,2279000000,2650000000,394000000,142000000,740000000,None,-2180000000,3089000000,217000000,ADSK
2022-04-30,USD,8261000000,2358000000,1518000000,1585000000,None,384000000,6046000000,162000000,480000000,4121000000,479000000,3642000000,108000000,39000000,67000000,389000000,519000000,7580000000,3801000000,135000000,3749000000,350000000,427000000,3779000000,424000000,2650000000,350000000,2279000000,2650000000,430000000,142000000,681000000,None,-2143000000,2972000000,217000000,ADSK
2022-01-31,USD,8607000000,2764000000,1528000000,1764100000,None,716100000,5971400000,162000000,474000000,4098000000,494000000,3604000000,281200000,45400000,235700000,283600000,492000000,7758000000,4009000000,121000000,3789800000,349700000,436300000,3748300000,432400000,2650000000,349700000,2277900000,2650000000,589000000,149000000,849000000,None,-1950000000,2923100000,218200000,ADSK
2021-10-31,USD,8531000000,2654800000,1748900000,1792100000,None,580300000,5876200000,193600000,437100000,4077400000,498200000,3579200000,63100000,19700000,43200000,282400000,483300000,7251000000,3281500000,133600000,3342900000,None,89700000,3969600000,422700000,2650000000,None,2626800000,2650000000,495200000,155900000,1280000000,None,-1439100000,2821400000,220000000,ADSK
2021-07-31,USD,7420600000,1546000000,923500000,924900000,None,357800000,5874600000,198300000,432800000,4073500000,511300000,3562200000,1600000,None,1400000,263300000,478900000,6092600000,3087400000,108400000,3300400000,None,87700000,3005400000,446600000,1650000000,None,1638400000,1650000000,370300000,147200000,1328000000,None,-1339500000,2780700000,219800000,ADSK
2021-04-30,USD,7298300000,1505400000,923200000,923200000,None,326100000,5792900000,197300000,453800000,3657900000,173900000,3484000000,200000,None,0,256100000,792500000,6170300000,3130100000,124000000,3345000000,None,76000000,3039800000,453300000,1650000000,None,1637900000,1650000000,389400000,145200000,1128000000,None,-1409300000,2639400000,219600000,ADSK
2021-01-31,USD,7279800000,2625500000,1772200000,1857200000,None,643100000,4652800000,192800000,442700000,2905800000,199300000,2706500000,85200000,486600000,85000000,198900000,375900000,6314800000,3254700000,122500000,3360200000,None,71400000,3059600000,467400000,1650000000,None,1637200000,1650000000,559900000,139800000,965000000,None,-1487500000,2578900000,219600000,ADSK
2020-10-31,USD,5944500000,2339800000,1537000000,1615500000,None,540400000,3604700000,191500000,428900000,2549600000,65400000,2484200000,81600000,None,78500000,183900000,392900000,5875200000,2811600000,121300000,2932800000,None,64100000,3063600000,462300000,1650000000,None,1636600000,1650000000,464700000,152000000,69300000,None,-2281400000,2507100000,219600000,ADSK
2020-07-31,USD,5747300000,2203900000,1439800000,1519500000,None,490100000,3543400000,177800000,436000000,2520100000,61000000,2459100000,93900000,None,79700000,194300000,377800000,5680000000,2619600000,99200000,2878900000,None,53800000,3060400000,447100000,1650000000,None,1636100000,1650000000,364500000,144100000,67300000,None,-2270900000,2492700000,219200000,ADSK
2020-04-30,USD,5543900000,2024300000,1389700000,1466900000,None,356500000,3519600000,164200000,423600000,2497200000,67000000,2430200000,89300000,None,77200000,200900000,382700000,5683000000,2578300000,85200000,3005100000,None,46000000,3104700000,448000000,1650000000,None,1635600000,1650000000,283200000,126000000,-139100000,None,-2361300000,2401300000,219200000,ADSK
